licence number,establishment name,location address line 1,location address line 2,location address city,location postal code,licence type,licence sub type,capacity
302655,Tora Sushi,Unit K120 805 Boyd St.,,NEW WESTMINSTER,V3M5X2,Food Primary,,27
306497,Torafuku,958 Main St,,VANCOUVER,V6A2W1,Food Primary,,59
305960,Torchlight Brewing Co.,125 Hall Street,,NELSON,V1L7B4,Manufacturer,Brewery,0
195161,"Toro's Liquor, Beer & Wine Store",1220 Kalamalka Lake Road,,VERNON,V1T6V2,Licensee Retail Store,,
307394,Toscani Coffee Bar,1321 Commercial Dr,,VANCOUVER,V5L3X5,Food Primary,,65
306035,Toscanos Trattoria,140 Port Augusta St.,,COMOX,V9M3N6,Food Primary,,60
300944,Toshi Sushi,181 E  16th Avenue,,VANCOUVER,V5T4R2,Food Primary,,37
308714,Total Trading Inc.,,,,,Agent,,
306859,Totem Distillers Inc.,,,,,Agent,,
300975,Totem Restaurant,1289 Main St,,LILLOOET,V0K1V0,Food Primary,,130
308402,Toto Sushi,1270 56 St.,,DELTA,V4L2A4,Food Primary,,10
211718,Tough City Sushi,350 Main St,,TOFINO,V0R2Z0,Food Primary,,149
305752,Tour de Feast,319 Mountain Hwy,,NORTH VANCOUVER,V7J2K7,Food Primary,,24
307716,Tournament Capital Ranch,5375 Yellowhead Hwy,,KAMLOOPS,V2H0A3,Food Primary,,504
191032,Town Centre Liquor Store ,A110- 20678 Willoughby Town Centre Dr,,LANGLEY,V2Y0L7,Licensee Retail Store,,
182305,Town Hall ,3140 King George Hwy,,SURREY,V4P1A2,Liquor Primary,,145
305484,Town Hall Public House,19640 64th Avenue,,LANGLEY,V2Y1H3,Liquor Primary,,166
103747,Town Hall Restaurant,123 Shortt St. ,Silver Star Resort,VERNON,V1B2C7,Food Primary,,198
302573,Town Hall Restaurant,3 Main Street,,SULLIVAN BAY,V0N3H0,Food Primary,,63
189081,Town Square,7439 FRONTIER STREET,,PEMBERTON,V0N2L0,Food Primary,,118
307873,Townhall,L100 - 6640 Vedder Rd.,,CHILLIWACK,V2R0J2,Food Primary,,211
307134,Townhall Public House,200 - 20690 Lougheed Hwy,,MAPLE RIDGE,V2X2P8,Liquor Primary,,212
31484,Townhall Public House Abbotsford,33720 South Fraser Way,,ABBOTSFORD,V2S2C2,Liquor Primary,,284
301061,Township 7 Vineyards & Winery,1450 McMillan Avenue,,PENTICTON,V2A8T3,Manufacturer,Winery,0
300182,Township 7 Vineyards & Winery,21152 16th Avenue,,LANGLEY,V2Z1K3,Manufacturer,Winery,0
304826,Townsite Brewing Inc,5824 Ash Avenue,,POWELL RIVER,V8A4R4,Manufacturer,Brewery,0
172674,Toyo Sushi ,3978A Hastings St,,BURNABY,V5C6C1,Food Primary,,35
27221,Trackers Cafeteria,Hastings Park Racecourse,Stable Area,VANCOUVER,V5K3N8,Food Primary,,110
302496,Trackside Cantina,3815 Railway Ave.,,SMITHERS,V0J2N0,Food Primary,,79
305440,Tractor Everyday Healthy Foods,1903 - 4th Avenue West,,VANCOUVER,V6J1M7,Food Primary,,50
307238,Tractor Everyday Healthy Foods,547 Robson St,,VANCOUVER,V6C3L2,Food Primary,,60
306351,Tractor Everyday Healthy Foods (Burrard St),335 Burrard St,,VANCOUVER,V6C2G8,Food Primary,,78
307793,Tractor Foods,20-601 Broadway W,,VANCOUVER,V5Z4C2,Food Primary,,135
306292,Tractorgrease Cafe,48710 Chilliwack Lake Rd,,CHILLIWACK,V4Z1A6,Food Primary,,120
304948,Tracycakes Bakery Cafe,101-2636 Montrose Ave,,ABBOTSFORD,V2S3T6,Food Primary,,45
306210,Tracycakes Bakery Cafe,21594 48 Ave,,LANGLEY,V3A3M5,Food Primary,,12
308164,Trading Post Brewing - Abbotsford,3058 Gladwin Road,,ABBOTSFORD,V2T5T6,Manufacturer,Brewery,0
306725,Trading Post Brewing Corporation,Unit 107 - 20120 64th Avenue,,LANGLEY,V2Y1M7,Manufacturer,Brewery,0
308166,Trading Post Eatery - Abbotsford,3058 Gladwin Road,,ABBOTSFORD,V2T5T6,Liquor Primary,,
301431,Trading Post Taphouse and Eatery,9143 Glover Road,,LANGLEY,V1M2S5,Food Primary,,100
307143,Tradition Chinese Cuisine,573 Lawrence Ave.,,KELOWNA,V1Y6L8,Food Primary,,50
304467,Trafiq,4216 Main Street,,VANCOUVER,V5V3P9,Food Primary,,33
307312,Trail Beer Refinery ,1299 Bay Avenue,,TRAIL,V1R4A7,Manufacturer,Brewery,0
307209,Trans AM,1879 Powell St,,VANCOUVER,V5L1H8,Food Primary,,21
308555,Tratto Pizzeria Napoletana,256 Westminster Ave W,,PENTICTON,V2A1J9,Food Primary,,76
303029,Trattoria Italian Kitchen,1850 West 4th Avenue,,VANCOUVER,V6J1M3,Food Primary,,132
306331,Trattoria Italian Kitchen,4501 Kingsway,,BURNABY,V5H0E5,Food Primary,,274
305884,Trattoria Italian Kitchen (West Vancouver),757 Main St,,WEST VANCOUVER,V7T2Z3,Food Primary,,235
11138,Traveller's Inn City Center,1961 Douglas Street,,VICTORIA,V8T4K7,Liquor Primary,,71
304454,Travelling Vines Winery,Unit 4  8860 Jim Bailey Crescent,,KELOWNA,V4V2L7,Manufacturer,Winery,0
139459,Traverse,310 1st Street West,,REVELSTOKE,V0E2S0,Liquor Primary,,250
304261,Treasure Cove Casino,2003 Hwy 97 South,,PRINCE GEORGE,V2N7A3,Liquor Primary,,1216
306096,Tree Brewing Beer Institute,1346 Water Street,,KELOWNA,V1Y9P3,Manufacturer,Brewery,0
305203,Tree Well Lounge,"KM 56, Tsuius Forestry Rd.",,CHERRYVILLE,V0E2G0,Liquor Primary,,40
182861,Tree-House Cafe,106 Purvis Lane,,SALT SPRING ISLAND,V8K2S5,Food Primary,,88
151916,Treehouse Restaurant,419 Front St,,KASLO,V0G1M0,Food Primary,,45
308259,Trees Diner Restaurant & Bakery,1385 Alberni Hwy,,PARKSVILLE,V9P2B8,Food Primary,,91
308406,Trees Restaurant,537 Johnson St,,VICTORIA,V8W1M2,Food Primary,,105
307753,Trench Brewing & Distillery,399 2nd Avenue ,,PRINCE GEORGE,V2L2Z4,Manufacturer,Brewery,0
307754,Trench Brewing & Distilling , 399 2nd Avenue,,PRINCE GEORGE,V2L2Z4,Manufacturer,Distillery,0
307451,Trend Setters Hair Studio Ltd ,6557 Hart Highway ,,PRINCE GEORGE,V2K3A4,Liquor Primary,,48
304311,Trialto Wine Group Ltd.,,,,,Agent,,
206006,Trickle Creek Lodge,500 Stemwinder Drive,Box 220,KIMBERLEY,V1A2Y6,Food Primary,,436
209934,Trickle Creek Lodge,500 Stemwinder Drive,Box 220,KIMBERLEY,V1A2Y6,Liquor Primary,,55
305130,Trillium Beverage Inc.,,,,,Agent,,
302073,"Triple ""G"" Hideaway",5651 Alaska Hwy,,FORT NELSON,V0C1R0,Food Primary,,225
305853,Triple O's,#10 - 700 Hamilton St,,VANCOUVER,V6B2R5,Food Primary,,96
147983,Triple O's Restaurant,2009 Main Mall,University of British Columbia,VANCOUVER,V6T1Z1,Food Primary,,170
185086,Triple Play Pub,45975 Wellington Avenue,,CHILLIWACK,V2P2C6,Liquor Primary,,109
127878,Troll Resort,7271 Barkerville Hwy,,QUESNEL,V2J3J1,Food Primary,,295
38029,Troller Ale House,6342 Bay St,,WEST VANCOUVER,V7W2G9,Liquor Primary,,157
213521,Tropical Island Restaurant,1-3690 Shelbourne St.,,VICTORIA,V8P4H2,Food Primary,,56
304857,Tropico Spice Restaurant,1953 Nicola Ave,,MERRITT,V1K1M2,Food Primary,,184
171801,Tropika On Cambie,2975 Cambie St,,VANCOUVER,V5Z2V7,Food Primary,,98
195244,Trout Creek Liquor Store,103 - 6011 Highway 97,,SUMMERLAND,V0H1Z9,Licensee Retail Store,,
307660,Truck 59 Ciderhouse,3887 Brown Road,,West Kelowna,V4T2J3,Manufacturer,Winery,0
305598,True North Distilleries,1460 Central Avenue ,,GRAND FORKS,V0H1H0,Manufacturer,Distillery,0
155596,Truffle Pigs & Kicking Horse Lodge,100 Centre St,PO  Box 174,FIELD,V0A1G0,Food Primary,,49
159208,Truffle Pigs & Kicking Horse Lodge,100 Centre St,PO  Box 174,FIELD,V0A1G0,Liquor Primary,,16
305460,Truffles Catering Group Ltd.,1461 Benvenuto Ave.,,BRENTWOOD BAY,V8M1J5,Catering,,
305425,Truffles Fine Foods ,8286 Sherbrooke Street,,VANCOUVER,V5X4R6,Catering,,
303343,Truffles Fine Foods (The Cafe),5151 Oak St.,,VANCOUVER,V6M4H1,Food Primary,,85
307086,Trump Tower Conference Centre,1111 West Georgia St.,,VANCOUVER,V6E4M3,Food Primary,,811
31704,Tsawwassen Springs,1595 52nd Street,,DELTA,V4M2Z4,Liquor Primary,,2
140580,Tsawwassen Springs,1595 52nd Street,,DELTA,V4M2Z4,Food Primary,,800
186179,Tsim Chai Noodle Restaurant,50 - 8251 Westminster Hwy,,RICHMOND,V6X1A7,Food Primary,,68
305129,Tsuki Sushi Bar,509 Abbott Street,,VANCOUVER,V6B0J9,Food Primary,,25
153824,Tsukiji Japanese Restaurant,135  4751 GARDEN CITY RD,,RICHMOND,V6X3M7,Food Primary,,134
189583,Tsylos Park Lodge,Lot 1800 Chilko Newton Rd,,CHILKO LAKE,V2G4P2,Food Primary,,174
306810,Tube Town Cafe,123 Shortt Street,,SILVER STAR MOUNTAIN,V1B3M1,Food Primary,,100
305379,Tuc Craft Kitchen,60 Cordova St W,,VANCOUVER,V6B1C9,Food Primary,,87
304617,Tucker's Restaurant Ltd,3460 Okanagan Street,,ARMSTRONG,V0E1B1,Food Primary,,60
195403,Tudor Liquor Store,3140 King George Blvd,,SURREY,V4P1A2,Licensee Retail Store,,
307582,Tug Eatery,100-407 Swift St,,VICTORIA,V8W1S2,Food Primary,,220
301063,Tug's Taphouse,260 MARTIN STREET,,PENTICTON,V2A5K3,Liquor Primary,,215
192402,Tugboat Annie's Liquor Store,2175 - 21000 Westminster Hwy,,RICHMOND,V6W1H3,Licensee Retail Store,,
110707,Tugboat Annie's Pub,100 - 6911 Graybar Rd,,RICHMOND,V6W1H3,Liquor Primary,,194
302974,Tugboat Annie's Restaurant,100-6911 Graybar Rd.,,RICHMOND,V6W1H3,Food Primary,,114
300509,Tugwell Creek Farm,8750 West Coast Rd,,SOOKE,V0S1N0,Manufacturer,Winery,0
102235,Tumbler Ridge Community Centre,340 Front Street,,TUMBLER RIDGE,V0C2W0,Liquor Primary,,79
302994,Tumbler Ridge Golf & Country Club,103 Golf Course Road,,TUMBLER RIDGE,V0C2W0,Liquor Primary,,1
104651,Tumbler Ridge Inn,275 Southgate,,TUMBLER RIDGE,V0C2W0,Liquor Primary,,40
104667,Tumbler Ridge Inn,275 Southgate,,TUMBLER RIDGE,V0C2W0,Liquor Primary,,175
104672,Tumbler Ridge Inn,275 Southgate,,TUMBLER RIDGE,V0C2W0,Food Primary,,187
192683,Tumbler Ridge Inn,275 Southgate,,TUMBLER RIDGE,V0C2W0,Licensee Retail Store,,
307323,Tumbleweed Spirits Inc.,Unit 7 6001 Lakeshore Drive,,OSOYOOS,V0H1V0,Manufacturer,Distillery,0
195402,Tumbleweeds Liquor Store,5220 BOGETTI PL,,KAMLOOPS,V2C4Y7,Licensee Retail Store,,
153384,Tumeric Indian Cuisine,103-777 Goldstream Ave,,LANGFORD,V9B2X4,Food Primary,,166
142875,Tunnel Pub & Eatery,3 Schofield Highway,,TRAIL,V1R2J9,Food Primary,,70
185835,Tunnel Pub & Eatery,3 Schofield Highway,,TRAIL,V1R2J9,Liquor Primary,,85
308684,TurF,100-1281 W Georgia Street ,,VANCOUVER,V6B5N6,Food Primary,,30
307360,Turf,2041 West 4th Avenue,,VANCOUVER,V6J1N3,Food Primary,,77
6641,Turf Hotel,12411 King George Blvd,,SURREY,V3V3K3,Liquor Primary,,171
85131,Turf Hotel,12411 King George Blvd,,SURREY,V3V3K3,Liquor Primary,,70
191263,Turf Hotel,12411 King George Blvd,,SURREY,V3V3K3,Licensee Retail Store,,
303065,Turning Point Brewery ,465 Fraser View Place,,DELTA,V3M6H4,Manufacturer,Brewery,0
303093,Turning Point Distillery,465 Fraser View Place,,DELTA,V3M6H4,Manufacturer,Distillery,0
302628,Turtle Bay,2850 Woodsdale Road,,LAKE COUNTRY,V4V1Y1,Food Primary,,115
145897,Turtle Bay Marine Pub,2850 WOODSDALE RD,,LAKE COUNTRY,V4V1Y1,Liquor Primary,,102
214588,Tuscany Restaurant,451 Bowen Trunk Rd,,BOWEN ISLAND,V0N1G0,Food Primary,,106
307456,Tutt St. Tapas & Wine,5-3045 Tutt St,,KELOWNA,V1Y2H4,Food Primary,,42
308800,Tutto,901 Homer Street,,VANCOUVER,V6B2W6,Food Primary,,199
145284,Tweedsmuir Lodge,Corbould Road  Hwy 20,,BELLA COOLA,V0T1C0,Food Primary,,100
306370,Twice the Dice Board Game Cafe ,575 Bernard Ave,,KELOWNA,V1Y6N9,Food Primary,,92
307655,Twin Bridges Restaurant,1-1080 Cliveden Ave,,DELTA,V3M6G6,Food Primary,,60
307257,Twin City Brewing Company,4503 Margaret St,,PORT ALBERNI,V9Y6G8,Manufacturer,Brewery,0
307088,Twin Island Cider,5601 Lupin Rd,,PENDER ISLAND,V0N2M1,Manufacturer,Winery,0
301385,Twin Lakes Golf & Country Resort,79 Twin Lakes Road,,KALEDEN,V0H1K0,Food Primary,,374
306584,Twin Sails Brewing,2821 Murray Street,,PORT MOODY,V3H1X3,Manufacturer,Brewery,0
76415,Twin Valley Inn Restaurant,3939 Yellowhead Hwy,,SMITHERS,V0J2N0,Food Primary,,237
307895,Twist Salon,101 - 1325 Bear Mountain Pky,,LANGFORD,V9B6T8,Liquor Primary,,20
303524,Twisted Fork,213 Carrall St,,VANCOUVER,V6B2J2,Food Primary,,55
305823,Twisted Hills Craft Cider,2070 HWY 3,,CAWSTON,V0X1C2,Manufacturer,Winery,0
308147,Twisted Thistle Restaurant & Bar,9254 Nowell St,,CHILLIWACK,V2P4V9,Food Primary,,161
213909,Two Eagles Golf Course and Academy,3509 Carrington Rd,,West Kelowna,V4T2E6,Food Primary,,370
301026,Two Eagles Golf Course and Academy,3509 Carrington Road,,West Kelowna,V4T2E6,Liquor Primary,,33
307632,Two Rivers Meats,180 Donaghy Ave,,NORTH VANCOUVER,V7P2L5,Food Primary,,54
308036,Two Stones Grill,1602-4949 Canoe Pass Way,,DELTA,V4M0B2,Food Primary,,54
305681,Txotx Basque Imports Inc.,,,,,Agent,,
304109,Ty's Fine Foods & Bistro,5500 Trail Avenue,,SECHELT,V0N3A0,Food Primary,,32
116468,Tyax Wilderness Resort,Tyax Drive,,GOLDBRIDGE,V0K1P0,Liquor Primary,,87
116473,Tyax Wilderness Resort,Tyax Drive,,GOLDBRIDGE,V0K1P0,Food Primary,,216
304626,Tyler Harlton Wines ,#1 - 9576 Cedar Ave,,SUMMERLAND,V0H1Z2,Manufacturer,Winery,0
195387,Tyson Rd. Liquor Store ,101 - 5960 Tyson Road,,CHILLIWACK,V2R3R5,Licensee Retail Store,,
195460,U District Liquor Store,105 - 795 McGill Road,,KAMLOOPS,V2C0B9,Licensee Retail Store,,
2171,U-Thi Sushi & Grill ,718 Shuswap Avenue,,CHASE,V0E1M0,Food Primary,,110
162378,U.B.C. - Cecil Green Park House,6251 Cecil Green Park Rd,,VANCOUVER,V6T1X8,Food Primary,,549
33523,U.B.C. - Thea Koerner House,UBC,225-6371 Crescent Road,VANCOUVER,V6T1Z2,Liquor Primary,,696
186184,U.B.C. Leon and Thea Koerner University Centre,6331 Crescent Rd,,VANCOUVER,V6T1Z2,Food Primary,,667
159350,UBC Okanagan,Student Services Centre,3333 University Way,KELOWNA,V1V1V7,Liquor Primary,,100
164438,UBC Okanagan,University Service Centre,3333 University Way,KELOWNA,V1V1V7,Liquor Primary,,370
34925,UBC Student Union Building (AMS),6133 University Boulevard,"Levels 2, 3 and 4",VANCOUVER,V6T2A5,Liquor Primary,,1023
304289,UBCO Sunroom,1138 Alumni Ave.,,KELOWNA,V1V1V7,Food Primary,,292
143842,ULLR Bar,722 13th Street,,INVERMERE,V0A1K0,Liquor Primary,,275
134136,ULYSSES,122 BARLOW AVE,,QUESNEL,V2J2B7,Food Primary,,106
167491,UNCLE DAVE'S PIZZERIA,4 - 100 KALAMALKA LAKE RD,,VERNON,V1T7M3,Food Primary,,47
211037,UNION BAY MARKET,5555 SOUTH ISLAND HWY,BOX 244,UNION BAY,V0R3B0,Food Primary,,58
144694,UNION STREET GRILL,477 5th St,,COURTENAY,V9N1J7,Food Primary,,129
66538,UNIVERSITY CLUB OF VICTORIA,University of Victoria,,VICTORIA,V8W2Y2,Liquor Primary,,607
114282,UNIVERSITY GOLF CLUB,5185 UNIVERSITY BLVD,,VANCOUVER,V6T1X5,Food Primary,,618
57738,UPLANDS GOLF CLUB,3300 CADBORO BAY RD,,VICTORIA,V8R5K5,Liquor Primary,Club,249
165012,UPLANDS GOLF CLUB,3300 CADBORO BAY RD,,VICTORIA,V8R5K5,Food Primary,,296
307281,USA Enterprises Inc.,,,,,Agent,,
306997,Ubuntu Canteen ,4194 Fraser Street,,VANCOUVER,V5V4E8,Food Primary,,61
308651,Ucluelet Brewing Company ,1601 Peninsula Road,,UCLUELET,V0R3A0,Manufacturer,Brewery,0
195435,Ucluelet Liquor Store,1786 Peninsula,,UCLUELET,V0R3A0,Licensee Retail Store,,
308154,Uda Dune Baiyoh,355 Vancouver St,,PRINCE GEORGE,V2L2P1,Catering,,
303042,Ugly Dumpling,1590 Commercial Drive,,VANCOUVER,V5L3Y2,Food Primary,,62
306985,Ukee Dogs Taqueria,1576 Imperial Lane,,UCLUELET,V0R3A0,Food Primary,,37
305496,Ukrainian Canadian Cultural Society of Vancouver Island,3277 Douglas St,,VICTORIA,V8Z3K9,Catering,,
31945,Ukrainian Village Restaurant,815 Denman St,,VANCOUVER,V6G2L7,Food Primary,,40
155381,Uli's Restaurant & Bar,15021 Marine Drive,,WHITE ROCK,V4B1C3,Food Primary,,111
305282,Umai Sushi,303- 4575 Uplands Dr,,NANAIMO,V9T6M8,Food Primary,,43
306614,Umai Sushi & Grill,1 - 40437 Tantalus Rd.,,GARIBALDI HIGHLANDS,V0N1T0,Food Primary,,60
170525,Umami Ramen,1 - 10302 Cty Pky,,SURREY,V3T4Y8,Food Primary,,72
303317,Umami Sushi,205-17725 64th Ave,,SURREY,V3S1Z2,Food Primary,,49
305005,Umami Sushi,C2 - 20202 66 Ave,,LANGLEY,V2Y1P3,Food Primary,,67
116981,Umbrella Bar,5002 Valley Road,,SUN PEAKS,V0E5N0,Liquor Primary,,21
308340,Umdoni Beverages Ltd.,,,,,Agent,,
166545,Umeda Japanese Cuisine,1157 Granville St. ,,VANCOUVER,V6Z1M1,Food Primary,,64
306054,Uncle Moe's Donair & Platter,101-3242 Westwood St,,PORT COQUITLAM,V3C3L8,Food Primary,,15
11206,Uncle's Fish & Chips,8320 112 St,,DELTA,V4C7A2,Food Primary,,40
195212,Underwood Liquor Store ,718 Shuswap Avenue,,CHASE,V0E1M0,Licensee Retail Store,,
307163,UniTea Tea Room,100 210 Railway Ave,,ASHCROFT,V0K1A0,Food Primary,,30
304753,Union (The),219 Union St,,VANCOUVER,V6A2B2,Food Primary,,94
59830,Union Club of British Columbia,805 Gordon St,,VICTORIA,V8W1Z6,Liquor Primary,Club,759
109341,Union Club of British Columbia,805 Gordon St,,VICTORIA,V8W1Z6,Food Primary,,274
31809,Union Jack Public House and Carvery,525 7th Street,,NEW WESTMINSTER,V3M3L6,Liquor Primary,,113
301947,Union Pacific Coffee Co.,537 Herald St,,VICTORIA,V8W1S5,Food Primary,,28
308730,Uniquenixs Tradings Inc.,,,,,Agent,,
115679,United Croats of Canada,3250 Commercial Dr,,VANCOUVER,V5N4E4,Liquor Primary,Club,106
304288,University Centre Ballroom,3272 University Way,,KELOWNA,V1V1V7,Food Primary,,161
114277,University Golf Club,5185 University BLVD,,VANCOUVER,V6T1X5,Liquor Primary,,11
162561,University Of Northern British Columbia,3333 University Way,,PRINCE GEORGE,V2N4Z9,Food Primary,,5593
174451,University Of Northern British Columbia,3333 University Way,,PRINCE GEORGE,V2N4Z9,Liquor Primary,,139
302096,University of Victoria,3800 Finnerty Road,,VICTORIA,V8W3P3,Food Primary,,231
188821,University of Victoria - Multi Purpose Room,3815 FINNERTY RD,STUDENT UNION BUILDING,VICTORIA,V8W3P3,Food Primary,,1030
306135,Univins et Spiritueux (Canada) Inc. / Univins and Spirits Canada Inc.,,,,,Agent,,
304212,Unsworth Vineyards,2915 Cameron-Taggart Road,,MILL BAY,V0R1L0,Manufacturer,Winery,0
308272,Untangled Craft Cider,725 Mackenzie Rd,,CAWSTON,V0X1C2,Manufacturer,Winery,0
305435,Untapped Trading Incorporated,,,,,Agent,,
202614,UpTown Brewing Co.,#8 Pinkney Complex,530 Horse Lake Rd,100 MILE HOUSE,V0K2E0,UBrew/UVin,,
307337,Upcoast Summers,Refuge Cove Marina,,REFUGE COVE,V0P1P0,Food Primary,,60
300238,Upper Bench Estate Winery,170 Upper Bench Road S,,PENTICTON,V2A8T1,Manufacturer,Winery,0
192782,Upper Ganges Liquor Store,378 Lower Ganges Road,,SALT SPRING ISLAND,V8K2V7,Licensee Retail Store,,
308291,Upside Cider,2555 Gale Road,,KELOWNA,V1V2K2,Manufacturer,Winery,0
34354,Upstage Lounge,1585 JOHNSTON ST,,VANCOUVER,V6H3R9,Liquor Primary,,535
300068,Upstairs Cabaret,15 Bastion Square,,VICTORIA,V8W1T7,Liquor Primary,,500
308060,Upstairs by Quality Foods,867 Bruce Ave,,NANAIMO,V9R4A1,Food Primary,,110
301337,Upstream Cafe,7171 Trans. Canada Highway,,SAVONA,V0K2J0,Food Primary,,46
305317,Uptown Bistro ,400 Boleskine Rd ,,VICTORIA,V8Z1E4,Food Primary,,60
308273,Uptown Eatery ,1 - 851 Gibson's Way,,GIBSONS,V0N1V8,Food Primary,,196
195454,Uptown Liquor Store,1965 Columbia Ave,,CASTLEGAR,V1N2W8,Licensee Retail Store,,
308473,Urban Crave,"3211 Grant McConachie Way, Rm C3330",,RICHMOND,V7B0A4,Food Primary,,
302668,Urban Fare,305 Bute St.,,VANCOUVER,V6C3T6,Food Primary,,63
189295,Urban Fare - Yaletown,177 DAVIE STREET,,VANCOUVER,V6Z2Y1,Food Primary,,58
304947,Urban Fare False Creek,1688 Salt St,,VANCOUVER,V5Y0E4,Food Primary,,50
305135,Urban Fare Mission Park,45 - 3155 Lakeshore Rd,,KELOWNA,V1W3S9,Food Primary,,110
303357,Urban Fare Shangri.La,1133 Alberni Street,,VANCOUVER,V6E4T9,Food Primary,,91
195259,Urban Liquor Store,106  2395 Gordon Drive,,KELOWNA,V1W3X7,Licensee Retail Store,,
195147,Urban Liquor Store,1171 1191 Gordon Drive,,KELOWNA,V1Y3E5,Licensee Retail Store,,
195359,Urban Liquor Store,1973 Harvey Avenue,,KELOWNA,V1Y6G5,Licensee Retail Store,,
302618,Urban Sushi/Urban Mongolian Grill,562 Granville St.,,VANCOUVER,V6C1W6,Food Primary,,80
202201,Urban Vintner,8827 120th Street,,DELTA,V4C6R6,UBrew/UVin,,
308689,Ursa Minor Brewing,45261 Ootsa Lake Rd E,,BURNS LAKE,V0J1E0,Manufacturer,Brewery,0
308335,Uva Collections Inc.,,,,,Agent,,
307549,V+ Club,140 - 8171 Ackroyd Road,,RICHMOND,V6X3K1,Liquor Primary,,100
3730,V-Lounge,3366 Douglas Street,,VICTORIA,V8Z3L3,Liquor Primary,,211
301443,V-Nam Restaurant,"108, 175 East 3rd Street",,NORTH VANCOUVER,V7L1E5,Food Primary,,60
308479,V.V. Tapas Lounge,957 Hastings St E,,VANCOUVER,V6A0H1,Food Primary,,55
306486,V2V Black Hops Brewing,2323 Millstream Rd,,LANGFORD,V9B3R4,Manufacturer,Brewery,0
152003,VALEMOUNT CURLING CLUB,98 ELM ST,PO  BOX 276,VALEMOUNT,V0E2Z0,Liquor Primary,,73
200879,VALEMOUNT LODGE,NO ADDRESS,,VALEMOUNT,V0E2Z0,Food Primary,,191
183225,VALEMOUNT PINES GOLF CLUB,1110 HWY 5 NORTH,,VALEMOUNT,V0E2Z0,Food Primary,,78
171288,VALLEY GOLF CENTRE,4211 GLADWIN RD,,ABBOTSFORD,V4X1W6,Food Primary,,150
59536,VALLEY VIEW GOLF CLUB,6937 Highway 6,,WINLAW,V0G2J0,Liquor Primary,,22
165170,VALLEY VIEW GOLF CLUB,6937 Highway 6,,WINLAW,V0G2J0,Food Primary,,112
29433,VANCOUVER ALPEN CLUB,4875 VICTORIA DR,,VANCOUVER,V5N4P3,Liquor Primary,Club,423
35887,VANCOUVER EAST CULTURAL CENTRE,1895 VENABLES ST,,VANCOUVER,V5L2H6,Liquor Primary,,377
72138,VANCOUVER GOLF CLUB,771 AUSTIN AVE,,COQUITLAM,V3K3N2,Liquor Primary,Club,202
156941,VANCOUVER INTERNATIONAL HOSTEL,1515 DISCOVERY ST,,VANCOUVER,V6R4K5,Food Primary,,91
46836,VANCOUVER RACQUETS CLUB,4867 ONTARIO ST,,VANCOUVER,V5V3H4,Liquor Primary,Club,102
158356,VANCOUVER RACQUETS CLUB,4867 ONTARIO ST,,VANCOUVER,V5V3H4,Food Primary,,152
64635,VANCOUVER ROWING CLUB,450 Stanley Park Dr.,,VANCOUVER,V6G3E2,Liquor Primary,Club,555
30061,VANDERHOOF CURLING CLUB,2030 STEWART ST,C/O BOX 1079,VANDERHOOF,V0J3A0,Liquor Primary,Club,131
50198,VASSILLIS SOUVLAKI GREEK TAVERNA,6558 KINGSWAY,,BURNABY,V5E1C5,Food Primary,,162
15394,VENETIS,20511 DOUGLAS CRES,,LANGLEY,V3A4B6,Food Primary,,105
213721,VERNON AND DISTRICT PERFORMING ARTS CENTRE,3800 33RD STREET,,VERNON,V1T5T6,Liquor Primary,,2352
42632,VERNON CURLING RINK,3400 39TH AVE,,VERNON,V1T3E1,Liquor Primary,Club,250
123365,VERNON FRATERNAL ORDER OF EAGLES HOME,5101 25TH AVE,,VERNON,V1T1P5,Liquor Primary,Club,302
301013,VERNON JAZZ CLUB,3000 31ST ST,,VERNON,V1T5H7,Liquor Primary,,167
25879,VIA TRAIN NO.  1,1150 STATION ST,,VANCOUVER,V6A4C7,Food Primary,,48
70330,VIA TRAIN NO.  1,1150 STATION ST,,VANCOUVER,V6A4C7,Liquor Primary,,
25774,VIA TRAIN NO.  2,1150 STATION ST,,VANCOUVER,V6A4C7,Food Primary,,48
70832,VIA TRAIN NO.  2,1150 STATION ST,,VANCOUVER,V6A4C7,Liquor Primary,,
47170,VIA TRAIN NO.  5,1150 STATION ST,,VANCOUVER,V6A4C7,Food Primary,,48
80437,VIA TRAIN NO.  5,1150 STATION ST,,VANCOUVER,V6A4C7,Liquor Primary,,
28073,VIA TRAIN NO.  6,1150 STATION ST,,VANCOUVER,V6A4C7,Food Primary,,48
40132,VIA TRAIN NO.  6,1150 STATION ST,,VANCOUVER,V6A4C7,Liquor Primary,,
4231,VICTORIA CURLING CLUB,1952 QUADRA ST,,VICTORIA,V8T4C2,Liquor Primary,Club,181
60337,VICTORIA EDELWEISS CLUB,108 NIAGARA ST,,VICTORIA,V8V1E9,Liquor Primary,Club,520
57832,VICTORIA GOLF CLUB,1110 BEACH DR,,VICTORIA,V8S2M9,Liquor Primary,Club,469
122089,VICTORIA REGENT HOTEL,1234 WHARF ST,,VICTORIA,V8W3H9,Food Primary,,46
302951,VIETNAM GARDEN RESTAURANT,524 Admirals Road,,VICTORIA,V9A2N4,Food Primary,,40
75317,VILLAGE RESTAURANT (SECHELT),5679 COWRIE ST,,SECHELT,V0N3A0,Food Primary,,82
